name,clanscore
KAI HIWATARI,1680
emnil007,482
Eleiken,960
arggggggah,642
Yash,510
kking,411
kindstonge17,980
gautam,237
raful,205
Rider_22,582
Grandpa1,673
JIREN,258
Joyotri,879
Rafael,218
GOD OF UNDEAD,292
Admiral-V,203
jai hind,352
Díjú bháí,265
madsjeet,513
jacob,261
VSL_SMIT...√,215
fail_org,438
Ballistaaa,387
LordHoodAs,260
devil recite,288
arshul,287
jonpai,313
Born to be King,282